0.0125 , -1
0.0125 , 1
0.025 , -1
0.025 , 1
0.0375 , -1
0.0375 , 1
0.05 , -1
0.05 , 1
0.0625 , -1
0.0625 , 1
0.075 , -1
0.075 , 1
0.0875 , -1
0.0875 , 1
0.1 , -1
0.1 , 1
0.1125 , -1
0.1125 , 1
0.125 , -1
0.125 , 1
0.1375 , -1
0.1375 , 1
0.15 , -1
0.15 , 1
0.1625 , -1
0.1625 , 1
0.175 , -1
0.175 , 1
0.1875 , -1
0.1875 , 1
0.2 , -1
0.2 , 1
0.2125 , -1
0.2125 , 1
0.225 , -1
0.225 , 1
0.2375 , -1
0.2375 , 1
0.25 , -1
0.25 , 1
0.2625 , -1
0.2625 , 1
0.275 , -1
0.275 , 1
0.2875 , -1
0.2875 , 1
0.3 , -1
0.3 , 1
0.3125 , -1
0.3125 , 1
0.325 , -1
0.325 , 1
0.3375 , -1
0.3375 , 1
0.35 , -1
0.35 , 1
0.3625 , -1
0.3625 , 1
0.375 , -1
0.375 , 1
0.3875 , -1
0.3875 , 1
0.4 , -1
0.4 , 1
0.4125 , -1
0.4125 , 1
0.425 , -1
0.425 , 1
0.4375 , -1
0.4375 , 1
0.45 , -1
0.45 , 1
0.4625 , -1
0.4625 , 1
0.475 , -1
0.475 , 1
0.4875 , -1
0.4875 , 1
0.5 , -1
0.5 , 1
0.5125 , -1
0.5125 , 1
0.525 , -1
0.525 , 1
0.5375 , -1
0.5375 , 1
0.55 , -1
0.55 , 1
0.5625 , -1
0.5625 , 1
0.575 , -1
0.575 , 1
0.5875 , -1
0.5875 , 1
0.6 , -1
0.6 , 1
0.6125 , -1
0.6125 , 1
0.625 , -1
0.625 , 1
0.6375 , -1
0.6375 , 1
0.65 , -1
0.65 , 1
0.6625 , -1
0.6625 , 1
0.675 , -1
0.675 , 1
0.6875 , -1
0.6875 , 1
0.7 , -1
0.7 , 1
0.7125 , -1
0.7125 , 1
0.725 , -1
0.725 , 1
0.7375 , -1
0.7375 , 1
0.75 , -1
0.75 , 1
0.7625 , -1
0.7625 , 1
0.775 , -1
0.775 , 1
0.7875 , -1
0.7875 , 1
0.8 , -1
0.8 , 1
0.8125 , -1
0.8125 , 1
0.825 , -1
0.825 , 1
0.8375 , -1
0.8375 , 1
0.85 , -1
0.85 , 1
0.8625 , -1
0.8625 , 1
0.875 , -1
0.875 , 1
0.8875 , -1
0.8875 , 1
0.9 , -1
0.9 , 1
0.9125 , -1
0.9125 , 1
0.925 , -1
0.925 , 1
0.9375 , -1
0.9375 , 1
0.95 , -1
0.95 , 1
0.9625 , -1
0.9625 , 1
0.975 , -1
0.975 , 1
0.9875 , -1
0.9875 , 1
1 , -1
1 , 1
1.0125 , -1
1.0125 , 1
1.025 , -1
1.025 , 1
1.0375 , -1
1.0375 , 1
1.05 , -1
1.05 , 1
1.0625 , -1
1.0625 , 1
1.075 , -1
1.075 , 1
1.0875 , -1
1.0875 , 1
1.1 , -1
1.1 , 1
1.1125 , -1
1.1125 , 1
1.125 , -1
1.125 , 1
1.1375 , -1
1.1375 , 1
1.15 , -1
1.15 , 1
1.1625 , -1
1.1625 , 1
1.175 , -1
1.175 , 1
1.1875 , -1
1.1875 , 1
1.2 , -1
1.2 , 1
1.2125 , -1
1.2125 , 1
1.225 , -1
1.225 , 1
1.2375 , -1
1.2375 , 1
1.25 , -1
1.25 , 1
1.2625 , -1
1.2625 , 1
1.275 , -1
1.275 , 1
1.2875 , -1
1.2875 , 1
1.3 , -1
1.3 , 1
1.3125 , -1
1.3125 , 1
1.325 , -1
1.325 , 1
1.3375 , -1
1.3375 , 1
1.35 , -1
1.35 , 1
1.3625 , -1
1.3625 , 1
1.375 , -1
1.375 , 1
1.3875 , -1
1.3875 , 1
1.4 , -1
1.4 , 1
1.4125 , -1
1.4125 , 1
1.425 , -1
1.425 , 1
1.4375 , -1
1.4375 , 1
1.45 , -1
1.45 , 1
1.4625 , -1
1.4625 , 1
1.475 , -1
1.475 , 1
1.4875 , -1
1.4875 , 1
1.5 , -1
1.5 , 1
1.5125 , -1
1.5125 , 1
1.525 , -1
1.525 , 1
1.5375 , -1
1.5375 , 1
1.55 , -1
1.55 , 1
1.5625 , -1
1.5625 , 1
1.575 , -1
1.575 , 1
1.5875 , -1
1.5875 , 1
1.6 , -1
1.6 , 1
1.6125 , -1
1.6125 , 1
1.625 , -1
1.625 , 1
1.6375 , -1
1.6375 , 1
1.65 , -1
1.65 , 1
1.6625 , -1
1.6625 , 1
1.675 , -1
1.675 , 1
1.6875 , -1
1.6875 , 1
1.7 , -1
1.7 , 1
1.7125 , -1
1.7125 , 1
1.725 , -1
1.725 , 1
1.7375 , -1
1.7375 , 1
1.75 , -1
1.75 , 1
1.7625 , -1
1.7625 , 1
1.775 , -1
1.775 , 1
1.7875 , -1
1.7875 , 1
1.8 , -1
1.8 , 1
1.8125 , -1
1.8125 , 1
1.825 , -1
1.825 , 1
1.8375 , -1
1.8375 , 1
1.85 , -1
1.85 , 1
1.8625 , -1
1.8625 , 1
1.875 , -1
1.875 , 1
1.8875 , -1
1.8875 , 1
1.9 , -1
1.9 , 1
1.9125 , -1
1.9125 , 1
1.925 , -1
1.925 , 1
1.9375 , -1
1.9375 , 1
1.95 , -1
1.95 , 1
1.9625 , -1
1.9625 , 1
1.975 , -1
1.975 , 1
1.9875 , -1
1.9875 , 1
2 , -1
2 , 1
2.0125 , -1
2.0125 , 1
2.025 , -1
2.025 , 1
2.0375 , -1
2.0375 , 1
2.05 , -1
2.05 , 1
2.0625 , -1
2.0625 , 1
2.075 , -1
2.075 , 1
2.0875 , -1
2.0875 , 1
2.1 , -1
2.1 , 1
2.1125 , -1
2.1125 , 1
2.125 , -1
2.125 , 1
2.1375 , -1
2.1375 , 1
2.15 , -1
2.15 , 1
2.1625 , -1
